oq,q,rvnm,stcd,stnm,tm,wptn,z
0,20300,长江干流,60107400,枝城,1756656000000,5,41.24
0,20200,长江干流,60107400,枝城,1756659600000,5,41.26
0,20000,长江干流,60107400,枝城,1756663200000,4,41.25
0,19600,长江干流,60107400,枝城,1756666800000,4,41.21
0,19500,长江干流,60107400,枝城,1756670400000,4,41.19
0,19300,长江干流,60107400,枝城,1756674000000,4,41.16
0,19200,长江干流,60107400,枝城,1756677600000,4,41.15
0,19100,长江干流,60107400,枝城,1756681200000,4,41.13
0,18800,长江干流,60107400,枝城,1756688400000,4,41.08
0,18900,长江干流,60107400,枝城,1756695600000,4,41.09
0,19000,长江干流,60107400,枝城,1756699200000,6,41.09
0,18700,长江干流,60107400,枝城,1756702800000,4,41.06
0,18500,长江干流,60107400,枝城,1756706400000,4,41.02
0,18200,长江干流,60107400,枝城,1756710000000,4,40.98
0,17900,长江干流,60107400,枝城,1756713600000,4,40.93
0,17700,长江干流,60107400,枝城,1756717200000,4,40.88
0,17900,长江干流,60107400,枝城,1756720800000,5,40.89
0,18200,长江干流,60107400,枝城,1756724400000,5,40.93
0,18500,长江干流,60107400,枝城,1756728000000,5,40.97
0,19000,长江干流,60107400,枝城,1756731600000,5,41.04
0,19300,长江干流,60107400,枝城,1756735200000,5,41.09
0,19600,长江干流,60107400,枝城,1756738800000,5,41.15
0,19800,长江干流,60107400,枝城,1756742400000,5,41.19
0,19800,长江干流,60107400,枝城,1756746000000,5,41.21
0,19700,长江干流,60107400,枝城,1756749600000,4,41.2
0,19500,长江干流,60107400,枝城,1756753200000,4,41.19
0,19400,长江干流,60107400,枝城,1756756800000,4,41.18
0,19400,长江干流,60107400,枝城,1756760400000,6,41.18
0,19500,长江干流,60107400,枝城,1756764000000,6,41.18
0,19400,长江干流,60107400,枝城,1756767600000,6,41.18
0,19700,长江干流,60107400,枝城,1756774800000,5,41.21
0,19700,长江干流,60107400,枝城,1756778400000,5,41.22
0,19800,长江干流,60107400,枝城,1756782000000,5,41.23
0,19800,长江干流,60107400,枝城,1756785600000,5,41.25
0,19400,长江干流,60107400,枝城,1756789200000,4,41.2
0,18900,长江干流,60107400,枝城,1756792800000,4,41.14
0,18600,长江干流,60107400,枝城,1756796400000,4,41.08
0,18200,长江干流,60107400,枝城,1756800000000,4,41.02
0,17900,长江干流,60107400,枝城,1756803600000,4,40.95
0,18100,长江干流,60107400,枝城,1756807200000,6,40.95
0,18300,长江干流,60107400,枝城,1756810800000,5,40.98
0,18800,长江干流,60107400,枝城,1756814400000,5,41.03
0,19300,长江干流,60107400,枝城,1756818000000,5,41.11
0,19700,长江干流,60107400,枝城,1756821600000,5,41.17
0,19900,长江干流,60107400,枝城,1756825200000,5,41.22
0,20000,长江干流,60107400,枝城,1756828800000,5,41.25
0,19900,长江干流,60107400,枝城,1756832400000,4,41.24
0,19900,长江干流,60107400,枝城,1756836000000,5,41.25
0,19700,长江干流,60107400,枝城,1756839600000,4,41.23
0,19500,长江干流,60107400,枝城,1756843200000,4,41.21
0,19500,长江干流,60107400,枝城,1756846800000,6,41.21
0,19500,长江干流,60107400,枝城,1756850400000,4,41.2
0,19500,长江干流,60107400,枝城,1756854000000,6,41.2
0,19500,长江干流,60107400,枝城,1756861200000,5,41.21
0,19700,长江干流,60107400,枝城,1756864800000,5,41.23
0,19700,长江干流,60107400,枝城,1756868400000,5,41.24
0,19600,长江干流,60107400,枝城,1756872000000,6,41.24
0,19200,长江干流,60107400,枝城,1756875600000,4,41.19
0,18800,长江干流,60107400,枝城,1756879200000,4,41.12
0,18400,长江干流,60107400,枝城,1756882800000,4,41.06
0,18200,长江干流,60107400,枝城,1756886400000,4,41.02
0,18000,长江干流,60107400,枝城,1756890000000,4,40.97
0,18200,长江干流,60107400,枝城,1756893600000,5,40.98
0,18600,长江干流,60107400,枝城,1756897200000,5,41.03
0,19200,长江干流,60107400,枝城,1756900800000,5,41.11
0,19800,长江干流,60107400,枝城,1756904400000,5,41.19
0,20000,长江干流,60107400,枝城,1756908000000,5,41.24
0,20100,长江干流,60107400,枝城,1756911600000,5,41.26
0,20100,长江干流,60107400,枝城,1756915200000,5,41.28
0,19900,长江干流,60107400,枝城,1756918800000,6,41.28
0,20100,长江干流,60107400,枝城,1756922400000,5,41.31
0,20200,长江干流,60107400,枝城,1756926000000,5,41.33
0,20300,长江干流,60107400,枝城,1756929600000,5,41.35
0,20400,长江干流,60107400,枝城,1756933200000,5,41.37
0,20300,长江干流,60107400,枝城,1756936800000,5,41.38
0,20300,长江干流,60107400,枝城,1756940400000,5,41.39
0,20200,长江干流,60107400,枝城,1756947600000,5,41.4
0,20100,长江干流,60107400,枝城,1756951200000,4,41.38
0,20000,长江干流,60107400,枝城,1756954800000,6,41.38
0,19900,长江干流,60107400,枝城,1756958400000,4,41.36
0,20000,长江干流,60107400,枝城,1756962000000,5,41.37
0,20000,长江干流,60107400,枝城,1756965600000,6,41.37
0,20000,长江干流,60107400,枝城,1756969200000,6,41.37
0,20000,长江干流,60107400,枝城,1756972800000,5,41.38
0,20000,长江干流,60107400,枝城,1756976400000,4,41.37
0,20000,长江干流,60107400,枝城,1756980000000,5,41.38
0,20000,长江干流,60107400,枝城,1756983600000,6,41.38
0,20000,长江干流,60107400,枝城,1756987200000,6,41.38
0,19900,长江干流,60107400,枝城,1756990800000,4,41.37
0,19900,长江干流,60107400,枝城,1756994400000,6,41.37
0,19900,长江干流,60107400,枝城,1756998000000,4,41.36
0,19800,长江干流,60107400,枝城,1757001600000,4,41.35
0,19700,长江干流,60107400,枝城,1757005200000,4,41.34
0,19800,长江干流,60107400,枝城,1757008800000,5,41.35
0,19900,长江干流,60107400,枝城,1757012400000,6,41.35
0,20000,长江干流,60107400,枝城,1757016000000,5,41.37
0,20000,长江干流,60107400,枝城,1757019600000,6,41.37
0,20100,长江干流,60107400,枝城,1757023200000,5,41.39
0,20200,长江干流,60107400,枝城,1757026800000,5,41.4
0,19900,长江干流,60107400,枝城,1757041200000,4,41.38
0,19500,长江干流,60107400,枝城,1757041320000,6,41.38
0,19700,长江干流,60107400,枝城,1757044800000,4,41.35
0,19700,长江干流,60107400,枝城,1757048400000,4,41.34
0,19800,长江干流,60107400,枝城,1757052000000,5,41.36
0,19900,长江干流,60107400,枝城,1757055600000,6,41.36
0,19800,长江干流,60107400,枝城,1757059200000,4,41.35
0,19800,长江干流,60107400,枝城,1757062800000,6,41.35
0,19700,长江干流,60107400,枝城,1757066400000,4,41.34
0,19700,长江干流,60107400,枝城,1757070000000,4,41.33
0,19700,长江干流,60107400,枝城,1757073600000,6,41.33
0,19800,长江干流,60107400,枝城,1757077200000,5,41.34
0,19900,长江干流,60107400,枝城,1757080800000,5,41.35
0,20000,长江干流,60107400,枝城,1757084400000,5,41.36
0,20000,长江干流,60107400,枝城,1757088000000,5,41.38
0,20300,长江干流,60107400,枝城,1757091600000,5,41.41
0,20500,长江干流,60107400,枝城,1757095200000,5,41.45
0,20700,长江干流,60107400,枝城,1757098800000,5,41.48
0,21000,长江干流,60107400,枝城,1757102400000,5,41.53
0,21300,长江干流,60107400,枝城,1757106000000,5,41.58
0,21400,长江干流,60107400,枝城,1757109600000,5,41.61
0,21600,长江干流,60107400,枝城,1757113200000,5,41.65
0,20700,长江干流,60107400,枝城,1757120400000,4,41.57
0,20500,长江干流,60107400,枝城,1757124000000,4,41.54
0,20300,长江干流,60107400,枝城,1757127600000,4,41.5
0,20200,长江干流,60107400,枝城,1757131200000,4,41.48
0,20200,长江干流,60107400,枝城,1757134800000,4,41.47
0,20400,长江干流,60107400,枝城,1757138400000,5,41.49
0,20800,长江干流,60107400,枝城,1757142000000,5,41.54
0,20800,长江干流,60107400,枝城,1757145600000,5,41.55
0,20600,长江干流,60107400,枝城,1757149200000,4,41.53
0,20300,长江干流,60107400,枝城,1757152800000,4,41.5
0,20100,长江干流,60107400,枝城,1757156400000,4,41.47
0,20000,长江干流,60107400,枝城,1757160000000,4,41.45
0,20000,长江干流,60107400,枝城,1757163600000,4,41.44
0,20000,长江干流,60107400,枝城,1757167200000,6,41.44
0,20100,长江干流,60107400,枝城,1757170800000,6,41.44
0,20100,长江干流,60107400,枝城,1757174400000,5,41.45
0,20200,长江干流,60107400,枝城,1757178000000,5,41.46
0,20400,长江干流,60107400,枝城,1757181600000,5,41.48
0,20400,长江干流,60107400,枝城,1757185200000,5,41.49
0,20300,长江干流,60107400,枝城,1757188800000,4,41.48
0,20400,长江干流,60107400,枝城,1757192400000,5,41.49
0,20700,长江干流,60107400,枝城,1757196000000,5,41.53
0,20400,长江干流,60107400,枝城,1757199600000,4,41.52
0,19900,长江干流,60107400,枝城,1757206800000,4,41.44
0,20300,长江干流,60107400,枝城,1757210400000,5,41.48
0,20400,长江干流,60107400,枝城,1757214000000,5,41.49
0,20400,长江干流,60107400,枝城,1757217600000,5,41.5
0,20300,长江干流,60107400,枝城,1757221200000,4,41.48
0,20100,长江干流,60107400,枝城,1757224800000,4,41.47
0,19700,长江干流,60107400,枝城,1757228400000,4,41.4
0,19500,长江干流,60107400,枝城,1757232000000,4,41.36
0,19400,长江干流,60107400,枝城,1757235600000,4,41.33
0,20000,长江干流,60107400,枝城,1757239200000,5,41.41
0,20400,长江干流,60107400,枝城,1757242800000,5,41.46
0,20600,长江干流,60107400,枝城,1757246400000,5,41.5
0,20900,长江干流,60107400,枝城,1757250000000,5,41.54
0,20800,长江干流,60107400,枝城,1757253600000,5,41.55
0,20600,长江干流,60107400,枝城,1757257200000,4,41.52
0,21100,长江干流,60107400,枝城,1757260800000,5,41.59
0,21500,长江干流,60107400,枝城,1757264400000,5,41.65
0,21900,长江干流,60107400,枝城,1757268000000,5,41.72
0,21900,长江干流,60107400,枝城,1757271600000,5,41.74
0,21800,长江干流,60107400,枝城,1757275200000,6,41.74
0,21900,长江干流,60107400,枝城,1757278800000,5,41.75
0,22000,长江干流,60107400,枝城,1757282400000,5,41.78
0,22100,长江干流,60107400,枝城,1757286000000,5,41.8
0,22500,长江干流,60107400,枝城,1757293200000,5,41.86
0,23200,长江干流,60107400,枝城,1757296800000,5,41.96
0,23500,长江干流,60107400,枝城,1757300400000,5,42.02
0,23500,长江干流,60107400,枝城,1757304000000,5,42.06
0,22700,长江干流,60107400,枝城,1757307600000,4,41.98
0,21900,长江干流,60107400,枝城,1757311200000,4,41.88
0,21400,长江干流,60107400,枝城,1757314800000,4,41.8
0,20900,长江干流,60107400,枝城,1757318400000,4,41.72
0,20800,长江干流,60107400,枝城,1757322000000,4,41.68
0,21500,长江干流,60107400,枝城,1757325600000,5,41.73
0,22900,长江干流,60107400,枝城,1757329200000,5,41.9
0,24200,长江干流,60107400,枝城,1757332800000,5,42.09
0,24800,长江干流,60107400,枝城,1757336400000,5,42.2
0,25100,长江干流,60107400,枝城,1757340000000,5,42.28
0,25400,长江干流,60107400,枝城,1757343600000,5,42.35
0,25700,长江干流,60107400,枝城,1757347200000,5,42.43
0,26000,长江干流,60107400,枝城,1757350800000,5,42.5
0,25700,长江干流,60107400,枝城,1757354400000,6,42.5
0,25400,长江干流,60107400,枝城,1757358000000,6,42.5
0,25300,长江干流,60107400,枝城,1757361600000,4,42.49
0,25300,长江干流,60107400,枝城,1757365200000,5,42.5
0,25300,长江干流,60107400,枝城,1757368800000,5,42.51
0,25200,长江干流,60107400,枝城,1757372400000,6,42.51
0,25800,长江干流,60107400,枝城,1757383200000,5,42.59
0,26000,长江干流,60107400,枝城,1757386800000,5,42.64
0,25900,长江干流,60107400,枝城,1757390400000,5,42.65
0,25400,长江干流,60107400,枝城,1757394000000,4,42.61
0,24400,长江干流,60107400,枝城,1757397600000,4,42.51
0,23700,长江干流,60107400,枝城,1757401200000,4,42.41
0,23400,长江干流,60107400,枝城,1757404800000,4,42.34
0,23600,长江干流,60107400,枝城,1757408400000,4,42.33
0,24500,长江干流,60107400,枝城,1757412000000,5,42.41
0,25400,长江干流,60107400,枝城,1757415600000,5,42.53
0,25900,长江干流,60107400,枝城,1757419200000,5,42.62
0,26300,长江干流,60107400,枝城,1757422800000,5,42.7
0,26500,长江干流,60107400,枝城,1757426400000,5,42.75
0,26600,长江干流,60107400,枝城,1757430000000,5,42.79
