q,rvnm,stcd,stnm,tm,wptn,z
1320,汉江,61804110,皇庄,1767193200000,5,40.780
1310,汉江,61804110,皇庄,1767229200000,5,40.760
1310,汉江,61804110,皇庄,1767236400000,6,40.750
1310,汉江,61804110,皇庄,1767240000000,6,40.750
1310,汉江,61804110,皇庄,1767243600000,6,40.750
1310,汉江,61804110,皇庄,1767247200000,6,40.750
1300,汉江,61804110,皇庄,1767250800000,4,40.740
1290,汉江,61804110,皇庄,1767254400000,4,40.730
1290,汉江,61804110,皇庄,1767258000000,6,40.730
1290,汉江,61804110,皇庄,1767261600000,4,40.720
1290,汉江,61804110,皇庄,1767265200000,6,40.720
1290,汉江,61804110,皇庄,1767268800000,6,40.720
1280,汉江,61804110,皇庄,1767272400000,4,40.710
1280,汉江,61804110,皇庄,1767276000000,6,40.710
1280,汉江,61804110,皇庄,1767279600000,6,40.710
1280,汉江,61804110,皇庄,1767283200000,6,40.710
1280,汉江,61804110,皇庄,1767286800000,6,40.710
1280,汉江,61804110,皇庄,1767290400000,6,40.710
1280,汉江,61804110,皇庄,1767294000000,6,40.710
1280,汉江,61804110,皇庄,1767297600000,6,40.710
1280,汉江,61804110,皇庄,1767301200000,4,40.700
1280,汉江,61804110,皇庄,1767304800000,6,40.700
1270,汉江,61804110,皇庄,1767308400000,4,40.690
1270,汉江,61804110,皇庄,1767315600000,4,40.680
1260,汉江,61804110,皇庄,1767322800000,6,40.670
1250,汉江,61804110,皇庄,1767326400000,4,40.650
1230,汉江,61804110,皇庄,1767330000000,4,40.610
1200,汉江,61804110,皇庄,1767333600000,4,40.560
1130,汉江,61804110,皇庄,1767337200000,4,40.530
1120,汉江,61804110,皇庄,1767340800000,4,40.510
1110,汉江,61804110,皇庄,1767344400000,4,40.490
1110,汉江,61804110,皇庄,1767348000000,6,40.490
1090,汉江,61804110,皇庄,1767351600000,4,40.470
1080,汉江,61804110,皇庄,1767355200000,4,40.450
1050,汉江,61804110,皇庄,1767358800000,4,40.390
1040,汉江,61804110,皇庄,1767362400000,4,40.380
1030,汉江,61804110,皇庄,1767366000000,4,40.370
1040,汉江,61804110,皇庄,1767369600000,5,40.380
1040,汉江,61804110,皇庄,1767373200000,6,40.380
1040,汉江,61804110,皇庄,1767376800000,6,40.380
1040,汉江,61804110,皇庄,1767380400000,6,40.380
1030,汉江,61804110,皇庄,1767384000000,4,40.370
1030,汉江,61804110,皇庄,1767387600000,6,40.370
1060,汉江,61804110,皇庄,1767391200000,5,40.410
1070,汉江,61804110,皇庄,1767394800000,5,40.430
1100,汉江,61804110,皇庄,1767402000000,5,40.480
1040,汉江,61804110,皇庄,1767409200000,5,40.380
1070,汉江,61804110,皇庄,1767412800000,5,40.430
1090,汉江,61804110,皇庄,1767416400000,5,40.470
1120,汉江,61804110,皇庄,1767420000000,5,40.520
