oq,q,rvnm,stcd,stnm,tm,wptn,z
0,15500,长江干流,60111300,螺山,1746028800000,4,21.68
0,15400,长江干流,60111300,螺山,1746032400000,6,21.68
0,15300,长江干流,60111300,螺山,1746036000000,6,21.68
0,15300,长江干流,60111300,螺山,1746039600000,6,21.68
0,15300,长江干流,60111300,螺山,1746043200000,4,21.67
0,15200,长江干流,60111300,螺山,1746046800000,4,21.66
0,15300,长江干流,60111300,螺山,1746050400000,4,21.65
0,15200,长江干流,60111300,螺山,1746054000000,6,21.65
0,15100,长江干流,60111300,螺山,1746061200000,6,21.64
0,15100,长江干流,60111300,螺山,1746064800000,6,21.64
0,15100,长江干流,60111300,螺山,1746068400000,4,21.63
0,15100,长江干流,60111300,螺山,1746072000000,4,21.62
0,15100,长江干流,60111300,螺山,1746075600000,6,21.62
0,15100,长江干流,60111300,螺山,1746079200000,4,21.61
0,15000,长江干流,60111300,螺山,1746082800000,6,21.61
0,15000,长江干流,60111300,螺山,1746086400000,4,21.6
0,15000,长江干流,60111300,螺山,1746090000000,6,21.6
0,15000,长江干流,60111300,螺山,1746093600000,6,21.6
0,15000,长江干流,60111300,螺山,1746097200000,4,21.59
0,15000,长江干流,60111300,螺山,1746100800000,6,21.59
0,15000,长江干流,60111300,螺山,1746104400000,4,21.57
0,14900,长江干流,60111300,螺山,1746108000000,5,21.58
0,15000,长江干流,60111300,螺山,1746111600000,4,21.56
0,15000,长江干流,60111300,螺山,1746115200000,6,21.56
0,14900,长江干流,60111300,螺山,1746118800000,6,21.56
0,14900,长江干流,60111300,螺山,1746122400000,4,21.55
0,14900,长江干流,60111300,螺山,1746126000000,6,21.55
0,14900,长江干流,60111300,螺山,1746129600000,4,21.53
0,14900,长江干流,60111300,螺山,1746133200000,6,21.53
0,14800,长江干流,60111300,螺山,1746136800000,6,21.53
0,14800,长江干流,60111300,螺山,1746140400000,4,21.52
0,14700,长江干流,60111300,螺山,1746147600000,6,21.52
0,14700,长江干流,60111300,螺山,1746151200000,4,21.51
0,14700,长江干流,60111300,螺山,1746154800000,4,21.5
0,14600,长江干流,60111300,螺山,1746158400000,6,21.5
0,14600,长江干流,60111300,螺山,1746162000000,4,21.49
0,14600,长江干流,60111300,螺山,1746165600000,6,21.49
0,14600,长江干流,60111300,螺山,1746169200000,6,21.49
0,14600,长江干流,60111300,螺山,1746172800000,4,21.48
0,14600,长江干流,60111300,螺山,1746176400000,6,21.48
0,14500,长江干流,60111300,螺山,1746180000000,6,21.48
0,14600,长江干流,60111300,螺山,1746183600000,4,21.47
0,14600,长江干流,60111300,螺山,1746187200000,4,21.46
0,14600,长江干流,60111300,螺山,1746190800000,6,21.46
0,14600,长江干流,60111300,螺山,1746194400000,4,21.45
0,14600,长江干流,60111300,螺山,1746198000000,6,21.45
0,14600,长江干流,60111300,螺山,1746201600000,4,21.44
0,14700,长江干流,60111300,螺山,1746205200000,4,21.43
0,14700,长江干流,60111300,螺山,1746208800000,4,21.42
0,14700,长江干流,60111300,螺山,1746212400000,4,21.41
0,14600,长江干流,60111300,螺山,1746216000000,6,21.41
0,14600,长江干流,60111300,螺山,1746219600000,4,21.4
0,14500,长江干流,60111300,螺山,1746223200000,6,21.4
0,14500,长江干流,60111300,螺山,1746226800000,4,21.38
0,14400,长江干流,60111300,螺山,1746234000000,4,21.37
0,14300,长江干流,60111300,螺山,1746237600000,6,21.37
0,14300,长江干流,60111300,螺山,1746241200000,4,21.36
0,14300,长江干流,60111300,螺山,1746244800000,4,21.34
0,14200,长江干流,60111300,螺山,1746248400000,4,21.33
0,14200,长江干流,60111300,螺山,1746252000000,4,21.32
0,14200,长江干流,60111300,螺山,1746255600000,4,21.3
0,14200,长江干流,60111300,螺山,1746259200000,4,21.29
0,14200,长江干流,60111300,螺山,1746262800000,4,21.28
0,14200,长江干流,60111300,螺山,1746266400000,4,21.27
0,14200,长江干流,60111300,螺山,1746270000000,6,21.27
0,14200,长江干流,60111300,螺山,1746273600000,4,21.26
0,14200,长江干流,60111300,螺山,1746277200000,6,21.26
0,14200,长江干流,60111300,螺山,1746280800000,4,21.25
0,14100,长江干流,60111300,螺山,1746284400000,4,21.24
0,14100,长江干流,60111300,螺山,1746288000000,6,21.24
0,14200,长江干流,60111300,螺山,1746291600000,4,21.23
0,14200,长江干流,60111300,螺山,1746295200000,4,21.21
0,14200,长江干流,60111300,螺山,1746298800000,6,21.21
0,14200,长江干流,60111300,螺山,1746302400000,4,21.2
0,14200,长江干流,60111300,螺山,1746306000000,6,21.2
0,14100,长江干流,60111300,螺山,1746309600000,4,21.19
0,14100,长江干流,60111300,螺山,1746313200000,6,21.19
0,14000,长江干流,60111300,螺山,1746320400000,6,21.18
0,14000,长江干流,60111300,螺山,1746327600000,4,21.16
