rvnm,stcd,stnm,tm,wptn,z
长江,60106000,万县,1761926400000,4,174.220
长江,60106000,万县,1761930000000,6,174.220
长江,60106000,万县,1761933600000,6,174.220
长江,60106000,万县,1761937200000,4,174.200
长江,60106000,万县,1761940800000,5,174.220
长江,60106000,万县,1761944400000,6,174.220
长江,60106000,万县,1761948000000,6,174.220
长江,60106000,万县,1761951600000,4,174.210
长江,60106000,万县,1761958800000,5,174.210
长江,60106000,万县,1761962400000,4,174.200
长江,60106000,万县,1761966000000,4,174.190
长江,60106000,万县,1761969600000,5,174.200
长江,60106000,万县,1761973200000,4,174.190
长江,60106000,万县,1761976800000,6,174.190
长江,60106000,万县,1761980400000,6,174.190
长江,60106000,万县,1761984000000,5,174.200
长江,60106000,万县,1761987600000,5,174.210
长江,60106000,万县,1761991200000,4,174.190
长江,60106000,万县,1761994800000,6,174.190
长江,60106000,万县,1761998400000,4,174.180
长江,60106000,万县,1762002000000,4,174.170
长江,60106000,万县,1762005600000,6,174.170
长江,60106000,万县,1762009200000,4,174.160
长江,60106000,万县,1762012800000,4,174.150
长江,60106000,万县,1762016400000,4,174.140
长江,60106000,万县,1762020000000,6,174.140
长江,60106000,万县,1762023600000,6,174.140
长江,60106000,万县,1762027200000,4,174.130
长江,60106000,万县,1762030800000,4,174.120
长江,60106000,万县,1762034400000,5,174.140
长江,60106000,万县,1762038000000,4,174.110
长江,60106000,万县,1762045200000,6,174.110
长江,60106000,万县,1762048800000,4,174.100
长江,60106000,万县,1762052400000,6,174.100
长江,60106000,万县,1762056000000,4,174.090
长江,60106000,万县,1762059600000,5,174.100
长江,60106000,万县,1762063200000,6,174.100
长江,60106000,万县,1762066800000,6,174.100
长江,60106000,万县,1762070400000,6,174.100
长江,60106000,万县,1762074000000,6,174.100
长江,60106000,万县,1762077600000,6,174.100
长江,60106000,万县,1762081200000,4,174.080
长江,60106000,万县,1762084800000,4,174.060
长江,60106000,万县,1762088400000,4,174.050
长江,60106000,万县,1762092000000,5,174.060
长江,60106000,万县,1762095600000,4,174.040
长江,60106000,万县,1762099200000,6,174.040
长江,60106000,万县,1762102800000,6,174.040
长江,60106000,万县,1762106400000,4,174.030
长江,60106000,万县,1762110000000,4,174.010
长江,60106000,万县,1762113600000,4,174.000
长江,60106000,万县,1762117200000,4,173.980
长江,60106000,万县,1762120800000,4,173.970
长江,60106000,万县,1762124400000,4,173.960
长江,60106000,万县,1762131600000,6,173.940
长江,60106000,万县,1762135200000,4,173.920
长江,60106000,万县,1762138800000,4,173.910
长江,60106000,万县,1762142400000,4,173.900
长江,60106000,万县,1762146000000,4,173.880
长江,60106000,万县,1762149600000,6,173.880
长江,60106000,万县,1762153200000,4,173.870
长江,60106000,万县,1762156800000,6,173.870
长江,60106000,万县,1762160400000,6,173.870
长江,60106000,万县,1762164000000,4,173.860
长江,60106000,万县,1762167600000,4,173.850
长江,60106000,万县,1762171200000,4,173.830
长江,60106000,万县,1762174800000,4,173.800
长江,60106000,万县,1762178400000,4,173.780
长江,60106000,万县,1762182000000,6,173.780
长江,60106000,万县,1762185600000,4,173.760
长江,60106000,万县,1762189200000,4,173.750
长江,60106000,万县,1762192800000,6,173.750
长江,60106000,万县,1762196400000,4,173.740
长江,60106000,万县,1762200000000,4,173.730
长江,60106000,万县,1762203600000,6,173.730
长江,60106000,万县,1762207200000,4,173.710
长江,60106000,万县,1762210800000,4,173.700
长江,60106000,万县,1762218000000,4,173.660
长江,60106000,万县,1762221600000,4,173.640
长江,60106000,万县,1762225200000,4,173.620
