q,rvnm,stcd,stnm,tm,wptn,z
16900,长江干流,60107400,枝城,1761926400000,6,40.580
16900,长江干流,60107400,枝城,1761930000000,6,40.580
16700,长江干流,60107400,枝城,1761933600000,4,40.560
16300,长江干流,60107400,枝城,1761937200000,4,40.500
16000,长江干流,60107400,枝城,1761940800000,4,40.450
15700,长江干流,60107400,枝城,1761944400000,4,40.400
15500,长江干流,60107400,枝城,1761948000000,4,40.360
15400,长江干流,60107400,枝城,1761951600000,4,40.320
15200,长江干流,60107400,枝城,1761958800000,4,40.270
15100,长江干流,60107400,枝城,1761962400000,4,40.240
15100,长江干流,60107400,枝城,1761966000000,4,40.230
15100,长江干流,60107400,枝城,1761969600000,4,40.220
15000,长江干流,60107400,枝城,1761973200000,4,40.200
14800,长江干流,60107400,枝城,1761976800000,4,40.160
14500,长江干流,60107400,枝城,1761980400000,4,40.110
14400,长江干流,60107400,枝城,1761984000000,4,40.080
14300,长江干流,60107400,枝城,1761987600000,4,40.050
14300,长江干流,60107400,枝城,1761991200000,4,40.030
14400,长江干流,60107400,枝城,1761994800000,5,40.040
14400,长江干流,60107400,枝城,1761998400000,6,40.040
14500,长江干流,60107400,枝城,1762002000000,5,40.050
14500,长江干流,60107400,枝城,1762005600000,6,40.050
14600,长江干流,60107400,枝城,1762009200000,5,40.060
14600,长江干流,60107400,枝城,1762012800000,6,40.060
14600,长江干流,60107400,枝城,1762016400000,4,40.050
14600,长江干流,60107400,枝城,1762020000000,6,40.050
14800,长江干流,60107400,枝城,1762023600000,5,40.070
15000,长江干流,60107400,枝城,1762027200000,5,40.110
15100,长江干流,60107400,枝城,1762030800000,5,40.120
15400,长江干流,60107400,枝城,1762034400000,5,40.170
15600,长江干流,60107400,枝城,1762038000000,5,40.200
15300,长江干流,60107400,枝城,1762045200000,6,40.180
15200,长江干流,60107400,枝城,1762048800000,4,40.160
15200,长江干流,60107400,枝城,1762052400000,4,40.150
15100,长江干流,60107400,枝城,1762056000000,4,40.140
15100,长江干流,60107400,枝城,1762059600000,6,40.140
14800,长江干流,60107400,枝城,1762063200000,4,40.090
14600,长江干流,60107400,枝城,1762066800000,4,40.060
14500,长江干流,60107400,枝城,1762070400000,4,40.030
14300,长江干流,60107400,枝城,1762074000000,4,39.990
14400,长江干流,60107400,枝城,1762077600000,6,39.990
14600,长江干流,60107400,枝城,1762081200000,5,40.020
14700,长江干流,60107400,枝城,1762084800000,5,40.040
14900,长江干流,60107400,枝城,1762088400000,5,40.060
15000,长江干流,60107400,枝城,1762092000000,5,40.080
15100,长江干流,60107400,枝城,1762095600000,5,40.100
15100,长江干流,60107400,枝城,1762099200000,6,40.100
15100,长江干流,60107400,枝城,1762102800000,5,40.110
15100,长江干流,60107400,枝城,1762106400000,6,40.110
15100,长江干流,60107400,枝城,1762110000000,6,40.110
15200,长江干流,60107400,枝城,1762113600000,5,40.130
15100,长江干流,60107400,枝城,1762117200000,4,40.120
15200,长江干流,60107400,枝城,1762120800000,5,40.130
15100,长江干流,60107400,枝城,1762124400000,4,40.120
15100,长江干流,60107400,枝城,1762131600000,6,40.120
15100,长江干流,60107400,枝城,1762135200000,6,40.120
15100,长江干流,60107400,枝城,1762138800000,4,40.110
15100,长江干流,60107400,枝城,1762142400000,5,40.120
15100,长江干流,60107400,枝城,1762146000000,4,40.110
14900,长江干流,60107400,枝城,1762149600000,4,40.080
14700,长江干流,60107400,枝城,1762153200000,4,40.060
14500,长江干流,60107400,枝城,1762156800000,4,40.020
14500,长江干流,60107400,枝城,1762160400000,4,40.010
14500,长江干流,60107400,枝城,1762164000000,4,40.000
14700,长江干流,60107400,枝城,1762167600000,5,40.030
14700,长江干流,60107400,枝城,1762171200000,6,40.030
14800,长江干流,60107400,枝城,1762174800000,5,40.040
14900,长江干流,60107400,枝城,1762178400000,5,40.050
14800,长江干流,60107400,枝城,1762182000000,6,40.050
14800,长江干流,60107400,枝城,1762185600000,4,40.040
14700,长江干流,60107400,枝城,1762189200000,4,40.030
14700,长江干流,60107400,枝城,1762192800000,4,40.020
14700,长江干流,60107400,枝城,1762196400000,5,40.030
14700,长江干流,60107400,枝城,1762200000000,4,40.020
14700,长江干流,60107400,枝城,1762203600000,6,40.020
14600,长江干流,60107400,枝城,1762207200000,4,40.000
14600,长江干流,60107400,枝城,1762210800000,6,40.000
14600,长江干流,60107400,枝城,1762218000000,6,39.990
14600,长江干流,60107400,枝城,1762221600000,5,40.000
14700,长江干流,60107400,枝城,1762225200000,5,40.010
14800,长江干流,60107400,枝城,1762228800000,5,40.030
14400,长江干流,60107400,枝城,1762232400000,4,39.970
13800,长江干流,60107400,枝城,1762236000000,4,39.880
13400,长江干流,60107400,枝城,1762239600000,4,39.800
13000,长江干流,60107400,枝城,1762243200000,4,39.730
12700,长江干流,60107400,枝城,1762246800000,4,39.660
12900,长江干流,60107400,枝城,1762250400000,6,39.660
13400,长江干流,60107400,枝城,1762254000000,5,39.730
13800,长江干流,60107400,枝城,1762257600000,5,39.780
14000,长江干流,60107400,枝城,1762261200000,5,39.820
14200,长江干流,60107400,枝城,1762264800000,5,39.860
14300,长江干流,60107400,枝城,1762268400000,5,39.880
14500,长江干流,60107400,枝城,1762272000000,5,39.910
14500,长江干流,60107400,枝城,1762275600000,5,39.920
14500,长江干流,60107400,枝城,1762279200000,5,39.930
14200,长江干流,60107400,枝城,1762282800000,4,39.890
13600,长江干流,60107400,枝城,1762286400000,4,39.800
13200,长江干流,60107400,枝城,1762290000000,4,39.720
12800,长江干流,60107400,枝城,1762293600000,4,39.650
12600,长江干流,60107400,枝城,1762297200000,4,39.600
12200,长江干流,60107400,枝城,1762304400000,4,39.510
12300,长江干流,60107400,枝城,1762308000000,4,39.500
12300,长江干流,60107400,枝城,1762311600000,6,39.500
12300,长江干流,60107400,枝城,1762315200000,4,39.480
12000,长江干流,60107400,枝城,1762318800000,4,39.430
11500,长江干流,60107400,枝城,1762322400000,4,39.340
11200,长江干流,60107400,枝城,1762326000000,4,39.270
10800,长江干流,60107400,枝城,1762333200000,4,39.170
10900,长江干流,60107400,枝城,1762336800000,6,39.170
12300,长江干流,60107400,枝城,1762347600000,5,39.380
12600,长江干流,60107400,枝城,1762351200000,5,39.440
12900,长江干流,60107400,枝城,1762354800000,5,39.490
13000,长江干流,60107400,枝城,1762358400000,5,39.520
12800,长江干流,60107400,枝城,1762362000000,4,39.500
12600,长江干流,60107400,枝城,1762365600000,4,39.470
12200,长江干流,60107400,枝城,1762369200000,4,39.410
11700,长江干流,60107400,枝城,1762372800000,4,39.330
11400,长江干流,60107400,枝城,1762376400000,4,39.260
11000,长江干流,60107400,枝城,1762380000000,4,39.190
10700,长江干流,60107400,枝城,1762383600000,4,39.130
10800,长江干流,60107400,枝城,1762390800000,5,39.100
10900,长江干流,60107400,枝城,1762394400000,5,39.110
11100,长江干流,60107400,枝城,1762398000000,5,39.140
11200,长江干流,60107400,枝城,1762401600000,5,39.150
11200,长江干流,60107400,枝城,1762405200000,4,39.140
10900,长江干流,60107400,枝城,1762408800000,4,39.100
10600,长江干流,60107400,枝城,1762412400000,4,39.040
10400,长江干流,60107400,枝城,1762416000000,4,39.000
10200,长江干流,60107400,枝城,1762419600000,4,38.950
10200,长江干流,60107400,枝城,1762423200000,6,38.950
10600,长江干流,60107400,枝城,1762426800000,5,39.000
11000,长江干流,60107400,枝城,1762430400000,5,39.070
11400,长江干流,60107400,枝城,1762434000000,5,39.130
11700,长江干流,60107400,枝城,1762437600000,5,39.180
11900,长江干流,60107400,枝城,1762441200000,5,39.230
11900,长江干流,60107400,枝城,1762444800000,5,39.240
11700,长江干流,60107400,枝城,1762448400000,4,39.210
11400,长江干流,60107400,枝城,1762452000000,4,39.170
11200,长江干流,60107400,枝城,1762455600000,4,39.130
10900,长江干流,60107400,枝城,1762459200000,4,39.080
10800,长江干流,60107400,枝城,1762462800000,4,39.050
10600,长江干流,60107400,枝城,1762466400000,4,39.010
10500,长江干流,60107400,枝城,1762470000000,4,38.990
10500,长江干流,60107400,枝城,1762477200000,6,38.970
10700,长江干流,60107400,枝城,1762480800000,5,39.000
10800,长江干流,60107400,枝城,1762484400000,5,39.010
10900,长江干流,60107400,枝城,1762488000000,5,39.030
10800,长江干流,60107400,枝城,1762491600000,4,39.020
10500,长江干流,60107400,枝城,1762495200000,4,38.960
10300,长江干流,60107400,枝城,1762498800000,4,38.920
10100,长江干流,60107400,枝城,1762502400000,4,38.890
9880,长江干流,60107400,枝城,1762506000000,4,38.840
10000,长江干流,60107400,枝城,1762509600000,5,38.860
10600,长江干流,60107400,枝城,1762513200000,5,38.940
11100,长江干流,60107400,枝城,1762516800000,5,39.020
11500,长江干流,60107400,枝城,1762520400000,5,39.100
11800,长江干流,60107400,枝城,1762524000000,5,39.160
12100,长江干流,60107400,枝城,1762527600000,5,39.210
12100,长江干流,60107400,枝城,1762531200000,5,39.230
11700,长江干流,60107400,枝城,1762534800000,4,39.180
11200,长江干流,60107400,枝城,1762538400000,4,39.100
10700,长江干流,60107400,枝城,1762542000000,4,39.020
10300,长江干流,60107400,枝城,1762545600000,4,38.950
9970,长江干流,60107400,枝城,1762549200000,4,38.880
9710,长江干流,60107400,枝城,1762552800000,4,38.820
9510,长江干流,60107400,枝城,1762556400000,4,38.770
9490,长江干流,60107400,枝城,1762563600000,4,38.740
9550,长江干流,60107400,枝城,1762567200000,6,38.740
9690,长江干流,60107400,枝城,1762570800000,5,38.760
9700,长江干流,60107400,枝城,1762574400000,6,38.760
9430,长江干流,60107400,枝城,1762578000000,4,38.710
9120,长江干流,60107400,枝城,1762581600000,4,38.650
8980,长江干流,60107400,枝城,1762585200000,4,38.620
8820,长江干流,60107400,枝城,1762588800000,4,38.580
8870,长江干流,60107400,枝城,1762592400000,6,38.580
9050,长江干流,60107400,枝城,1762596000000,5,38.600
9530,长江干流,60107400,枝城,1762599600000,5,38.680
9940,长江干流,60107400,枝城,1762603200000,5,38.750
10300,长江干流,60107400,枝城,1762606800000,5,38.810
10700,长江干流,60107400,枝城,1762610400000,5,38.880
11000,长江干流,60107400,枝城,1762614000000,5,38.950
11200,长江干流,60107400,枝城,1762617600000,5,38.990
11000,长江干流,60107400,枝城,1762621200000,4,38.970
10700,长江干流,60107400,枝城,1762624800000,4,38.930
10300,长江干流,60107400,枝城,1762628400000,4,38.870
9940,长江干流,60107400,枝城,1762632000000,4,38.810
9730,长江干流,60107400,枝城,1762635600000,4,38.770
9530,长江干流,60107400,枝城,1762639200000,4,38.730
9370,长江干流,60107400,枝城,1762642800000,4,38.690
9240,长江干流,60107400,枝城,1762650000000,4,38.650
9490,长江干流,60107400,枝城,1762653600000,5,38.690
9630,长江干流,60107400,枝城,1762657200000,5,38.710
9640,长江干流,60107400,枝城,1762660800000,6,38.710
9400,长江干流,60107400,枝城,1762664400000,4,38.670
9250,长江干流,60107400,枝城,1762668000000,4,38.640
9040,长江干流,60107400,枝城,1762671600000,4,38.600
8950,长江干流,60107400,枝城,1762675200000,4,38.580
8930,长江干流,60107400,枝城,1762678800000,4,38.570
9070,长江干流,60107400,枝城,1762682400000,5,38.590
9510,长江干流,60107400,枝城,1762686000000,5,38.660
10000,长江干流,60107400,枝城,1762689600000,5,38.740
10400,长江干流,60107400,枝城,1762693200000,5,38.820
10700,长江干流,60107400,枝城,1762696800000,5,38.870
11000,长江干流,60107400,枝城,1762700400000,5,38.930
10900,长江干流,60107400,枝城,1762704000000,5,38.940
10600,长江干流,60107400,枝城,1762707600000,4,38.900
10300,长江干流,60107400,枝城,1762711200000,4,38.850
10100,长江干流,60107400,枝城,1762714800000,4,38.810
9770,长江干流,60107400,枝城,1762718400000,4,38.760
9510,长江干流,60107400,枝城,1762722000000,4,38.710
9380,长江干流,60107400,枝城,1762725600000,4,38.680
9200,长江干流,60107400,枝城,1762729200000,4,38.640
9290,长江干流,60107400,枝城,1762736400000,5,38.640
9570,长江干流,60107400,枝城,1762743600000,5,38.680
9620,长江干流,60107400,枝城,1762747200000,5,38.690
9390,长江干流,60107400,枝城,1762750800000,4,38.650
9110,长江干流,60107400,枝城,1762754400000,4,38.600
8840,长江干流,60107400,枝城,1762758000000,4,38.550
8710,长江干流,60107400,枝城,1762761600000,4,38.520
8810,长江干流,60107400,枝城,1762765200000,5,38.530
8860,长江干流,60107400,枝城,1762768800000,6,38.530
9480,长江干流,60107400,枝城,1762772400000,5,38.630
10000,长江干流,60107400,枝城,1762776000000,5,38.730
10500,长江干流,60107400,枝城,1762779600000,5,38.810
10800,长江干流,60107400,枝城,1762783200000,5,38.870
11100,长江干流,60107400,枝城,1762786800000,5,38.930
11100,长江干流,60107400,枝城,1762790400000,5,38.950
10800,长江干流,60107400,枝城,1762794000000,4,38.910
10400,长江干流,60107400,枝城,1762797600000,4,38.860
10200,长江干流,60107400,枝城,1762801200000,4,38.830
9920,长江干流,60107400,枝城,1762804800000,4,38.780
9780,长江干流,60107400,枝城,1762808400000,4,38.750
9590,长江干流,60107400,枝城,1762812000000,4,38.710
